TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2026,3,18,15,47,34XX DUNBAR ST,Dunbar-Southlands,486523.9205,5455930.7993
Other Theft,2026,5,13,17,58,34XX DUNBAR ST,Dunbar-Southlands,486523.9205,5455930.7993
Other Theft,2026,3,31,12,3,34XX E 24TH AVE,Renfrew-Collingwood,497826.0928,5455108.9421
Other Theft,2026,1,30,12,0,34XX E 26TH AVE,Renfrew-Collingwood,497761.2376,5454917.9571
Other Theft,2026,1,5,18,0,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.8775
Other Theft,2026,1,12,14,30,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.8775
Other Theft,2026,1,20,18,39,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.8775
Other Theft,2026,3,24,12,0,33XX KINGSWAY AVE,Renfrew-Collingwood,497488.4999,5453410.1688
Other Theft,2026,1,29,18,18,33XX MAIN ST,Riley Park,492626.6892,5455879.2213
Other Theft,2026,5,22,6,22,33XX MAIN ST,Riley Park,492650.6285,5455798.3804
Other Theft,2026,2,17,14,16,33XX VICTORIA DR,Kensington-Cedar Cottage,495192.2121,5455774.2877
Other Theft,2026,3,14,3,0,33XX W 11TH AVE,Kitsilano,486993.8365,5456650.581
Other Theft,2026,1,14,4,30,33XX W 12TH AVE,Kitsilano,487049.3308,5456549.4468
Other Theft,2026,1,9,15,11,33XX WELLINGTON AVE,Renfrew-Collingwood,497583.0275,5454286.8627
Other Theft,2026,4,23,12,42,34XX ASCOT PL,Renfrew-Collingwood,497669.7049,5454031.8248
Other Theft,2026,3,18,21,25,34XX CAMBIE ST,South Cambie,491614.7428,5455782.6308
Other Theft,2026,3,12,0,0,34XX CROWLEY DR,Renfrew-Collingwood,497645.9489,5453838.5216
Other Theft,2026,1,26,17,20,34XX CROWLEY DR,Renfrew-Collingwood,497691.053,5453819.5262
Other Theft,2026,5,25,13,27,34XX W 14TH AVE,Kitsilano,486765.4438,5456355.8474
Other Theft,2026,1,29,0,0,34XX W 7TH AVE,Kitsilano,486881.2665,5457034.2378
Other Theft,2026,1,1,1,1,35XX CAMBRIDGE ST,Hastings-Sunrise,498104.1401,5459332.0136
Other Theft,2026,1,31,17,30,35XX COPLEY ST,Kensington-Cedar Cottage,495748.6024,5455228.0436
Other Theft,2026,3,12,14,57,35XX COPLEY ST,Kensington-Cedar Cottage,495748.6024,5455228.0436
Other Theft,2026,1,10,17,40,35XX CORSICA WAY,Killarney,497966.4132,5450607.613
Other Theft,2026,3,15,15,55,35XX E 23RD AVE,Renfrew-Collingwood,497979.4357,5455218.0171
Other Theft,2026,1,27,18,0,35XX E 45TH AVE,Killarney,498010.5412,5452934.3733
Other Theft,2026,4,14,5,30,35XX E HASTINGS ST,Hastings-Sunrise,497946.4355,5458704.5297
Other Theft,2026,4,17,11,37,35XX E HASTINGS ST,Hastings-Sunrise,497946.4355,5458704.5297
Other Theft,2026,5,7,3,31,35XX E HASTINGS ST,Hastings-Sunrise,497946.4355,5458704.5297
Other Theft,2026,1,31,9,30,35XX E HASTINGS ST,Hastings-Sunrise,497948.8688,5458704.5307
Other Theft,2026,3,18,5,15,35XX E HASTINGS ST,Hastings-Sunrise,497948.8688,5458704.5307
Other Theft,2026,2,17,18,30,35XX EUCLID AVE,Renfrew-Collingwood,497925.3111,5453558.2986
Other Theft,2026,2,8,2,0,35XX GLEN DR,Kensington-Cedar Cottage,494052.3812,5455598.4762
Other Theft,2026,4,25,19,20,35XX GRANDVIEW HWY,Renfrew-Collingwood,497932.8655,5456157.627
Other Theft,2026,1,8,21,27,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.7748,5456160.7021
Other Theft,2026,1,14,22,5,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.7748,5456160.7021
Other Theft,2026,2,13,21,12,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.7748,5456160.7021
Other Theft,2026,2,28,19,42,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.7748,5456160.7021
Other Theft,2026,4,4,19,28,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.7748,5456160.7021
Other Theft,2026,5,10,13,11,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.7748,5456160.7021
Other Theft,2026,5,18,22,15,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.7748,5456160.7021
Other Theft,2026,6,1,12,50,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.7748,5456160.7021
Other Theft,2026,6,1,20,35,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.7748,5456160.7021
Other Theft,2026,1,14,20,12,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,1,18,19,37,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,1,28,22,46,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,2,11,22,0,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,2,20,13,34,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,2,20,21,23,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,2,21,12,18,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,3,1,15,14,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,3,1,21,53,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,3,4,17,34,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,3,6,21,45,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,3,7,13,8,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,3,8,21,47,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,3,22,15,18,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,3,22,22,22,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,3,24,21,21,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,4,10,7,14,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,4,11,21,59,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,4,12,16,16,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,4,12,20,36,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,4,14,10,24,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,4,14,10,28,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,4,18,10,6,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,4,26,20,55,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,4,30,20,26,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,5,7,11,43,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,5,11,21,18,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,5,12,17,24,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,5,12,20,1,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,5,14,13,13,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,5,15,22,45,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,5,16,8,17,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,5,16,9,46,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,5,18,9,34,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,5,21,21,26,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,5,22,15,17,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,5,22,17,30,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,5,22,20,43,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,5,22,22,30,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,5,23,9,32,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,5,24,21,32,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,5,27,0,0,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,5,27,21,57,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,6,2,18,9,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,6,2,22,15,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,6,4,22,10,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,2,3,19,54,35XX MAIN ST,Riley Park,492660.5588,5455592.641
Other Theft,2026,3,8,16,30,35XX MAIN ST,Riley Park,492660.5588,5455592.641
Other Theft,2026,5,24,5,0,35XX PETERSHAM AVE,Killarney,497985.3942,5452709.6814
Other Theft,2026,2,24,9,11,33XX CHURCH ST,Renfrew-Collingwood,497470.3162,5453542.4125
Other Theft,2026,4,27,14,30,33XX CHURCH ST,Renfrew-Collingwood,497562.0944,5453473.1268
Other Theft,2026,1,8,13,0,33XX COMMERCIAL DR,Kensington-Cedar Cottage,494987.0742,5455792.7004
Other Theft,2026,1,13,17,19,33XX DUNBAR ST,Dunbar-Southlands,486524.6571,5456060.3214
Other Theft,2026,2,28,2,30,33XX E 3RD AVE,Hastings-Sunrise,497586.4539,5457204.6846
Other Theft,2026,2,9,12,59,33XX E 5TH AVE,Hastings-Sunrise,497552.5297,5456984.1661
Other Theft,2026,3,17,12,7,33XX GARDEN DR,Kensington-Cedar Cottage,495754.1493,5455799.2746
Other Theft,2026,2,3,15,30,35XX W 41ST AVE,Dunbar-Southlands,486663.1004,5453574.7977
Other Theft,2026,1,31,12,40,35XX W 4TH AVE,Kitsilano,486756.3204,5457332.1732
Other Theft,2026,3,17,15,1,35XX WELLINGTON AVE,Renfrew-Collingwood,497894.3872,5454068.9083
Other Theft,2026,3,1,14,15,35XX WILLIAM ST,Hastings-Sunrise,498082.6231,5457933.219
Other Theft,2026,1,5,10,21,35XX WINDSOR ST,Kensington-Cedar Cottage,493911.1139,5455613.1262
Other Theft,2026,5,11,20,56,36XX E 46TH AVE,Killarney,498260.7704,5452807.9308
Other Theft,2026,2,12,12,0,36XX E 48TH AVE,Killarney,498273.712,5452486.4627
Other Theft,2026,3,8,11,0,36XX FOSTER AVE,Renfrew-Collingwood,498153.712,5453488.1572
Other Theft,2026,2,17,15,5,36XX KINGSWAY AVE,Killarney,498114.3408,5453263.1729
Other Theft,2026,1,28,20,11,36XX LOUGHEED HWY,Hastings-Sunrise,498259.5936,5456983.1114
Other Theft,2026,1,12,13,11,36XX MAIN ST,Riley Park,492650.0388,5455519.0765
Other Theft,2026,1,4,9,9,36XX PENTICTON ST,Renfrew-Collingwood,496207.2041,5455510.6353
Other Theft,2026,5,28,11,45,36XX SAWMILL CRES,Killarney,498085.1768,5450436.8295
Other Theft,2026,5,16,8,0,36XX VICTORIA DR,Kensington-Cedar Cottage,495200.5695,5455539.6395
Other Theft,2026,5,20,18,50,36XX VICTORIA DR,Kensington-Cedar Cottage,495200.5695,5455539.6395
Other Theft,2026,3,24,13,30,36XX VICTORIA DR,Kensington-Cedar Cottage,495210.5204,5455526.1948
Other Theft,2026,2,14,0,0,36XX W 10TH AVE,Kitsilano,486522.8212,5456757.288
Other Theft,2026,4,9,13,22,37XX BEATRICE ST,Kensington-Cedar Cottage,495129.3772,5455404.3375
Other Theft,2026,1,5,13,55,37XX MAIN ST,Riley Park,492656.7329,5455390.675
Other Theft,2026,1,15,17,0,37XX MAIN ST,Riley Park,492656.7329,5455390.675
Other Theft,2026,3,10,18,14,37XX MAIN ST,Riley Park,492656.7329,5455390.675
Other Theft,2026,3,17,15,56,37XX MAIN ST,Riley Park,492656.7329,5455390.675
Other Theft,2026,2,4,15,34,37XX MAIN ST,Riley Park,492658.1997,5455432.3076
Other Theft,2026,1,26,4,48,37XX W 16TH AVE,West Point Grey,486369.5292,5456161.7271
Other Theft,2026,2,13,13,10,37XX W 16TH AVE,West Point Grey,486369.5292,5456161.7271
Other Theft,2026,5,2,16,0,37XX W 29TH AVE,Dunbar-Southlands,486313.1311,5454834.8333
Other Theft,2026,2,8,0,0,37XX W 6TH AVE,West Point Grey,486409.7083,5457152.951
Other Theft,2026,4,20,12,0,37XX W BROADWAY AVE,West Point Grey,486461.6706,5456866.4941
Other Theft,2026,4,24,12,23,37XX W BROADWAY AVE,West Point Grey,486461.6706,5456866.4941
Other Theft,2026,5,13,11,30,38XX FRASER ST,Riley Park,493437.5497,5455278.7432
Other Theft,2026,4,17,16,36,38XX FRASER ST,Riley Park,493439.0434,5455329.5251
Other Theft,2026,5,31,9,43,38XX MAIN ST,Riley Park,492653.8625,5455298.0316
Other Theft,2026,4,22,16,0,39XX DUMFRIES ST,Kensington-Cedar Cottage,494667.913,5455145.1176
Other Theft,2026,3,23,2,0,39XX GRANVILLE ST,Shaughnessy,489874.3737,5455286.3932
Other Theft,2026,2,19,14,0,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2026,3,4,13,40,39XX W 16TH AVE,West Point Grey,486009.1749,5456173.8341
Other Theft,2026,3,18,17,45,39XX W 16TH AVE,West Point Grey,486009.1749,5456173.8341
Other Theft,2026,5,1,12,40,39XX W 16TH AVE,West Point Grey,486009.1749,5456173.8341
Other Theft,2026,6,1,14,50,3X E 49TH AVE,Sunset,492343.3946,5452539.1986
Other Theft,2026,5,26,18,57,3X E 69TH AVE,Sunset,492292.8345,5450737.1173
Other Theft,2026,3,11,18,0,3X E PENDER ST,Central Business District,492464.171,5458645.3435
Other Theft,2026,2,21,18,15,3X E PENDER ST,Central Business District,492466.1756,5458645.2672
Other Theft,2026,4,1,19,40,3X SMITHE ST,Central Business District,491768.802,5458035.2336
Other Theft,2026,4,4,14,31,3X SMITHE ST,Central Business District,491768.802,5458035.2336
Other Theft,2026,4,26,7,0,3X SMITHE ST,Central Business District,491768.802,5458035.2336
Other Theft,2026,5,12,4,26,3X SMITHE ST,Central Business District,491768.802,5458035.2336
Other Theft,2026,5,19,19,50,3X SMITHE ST,Central Business District,491768.802,5458035.2336
Other Theft,2026,2,27,3,52,3X SMITHE ST,Central Business District,491788.0426,5458016.558
Other Theft,2026,1,29,19,0,3X SMITHE ST,Central Business District,491792.4884,5458018.0704
Other Theft,2026,1,31,20,16,3X SMITHE ST,Central Business District,491792.4884,5458018.0704
Other Theft,2026,2,26,14,0,3X SMITHE ST,Central Business District,491792.4884,5458018.0704
Other Theft,2026,5,24,13,23,3X SMITHE ST,Central Business District,491792.4884,5458018.0704
Other Theft,2026,5,28,12,38,35XX VANNESS AVE,Renfrew-Collingwood,498021.9533,5453765.7399
Other Theft,2026,1,12,14,25,35XX W 41ST AVE,Dunbar-Southlands,486663.1004,5453574.7977
Other Theft,2026,1,2,14,25,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2026,1,4,12,48,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2026,1,7,11,35,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2026,1,10,19,0,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2026,1,13,17,20,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2026,1,25,14,22,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2026,2,12,16,50,34XX KINGSWAY AVE,Renfrew-Collingwood,497579.4862,5453328.4703
Other Theft,2026,1,9,14,29,34XX KINGSWAY AVE,Renfrew-Collingwood,497580.557,5453327.6436
Other Theft,2026,1,21,7,42,34XX KINGSWAY AVE,Renfrew-Collingwood,497634.0761,5453286.5094
Other Theft,2026,1,28,9,14,34XX KINGSWAY AVE,Renfrew-Collingwood,497634.0761,5453286.5094
Other Theft,2026,2,24,13,15,34XX KINGSWAY AVE,Renfrew-Collingwood,497634.0761,5453286.5094
Other Theft,2026,3,18,16,15,34XX KINGSWAY AVE,Renfrew-Collingwood,497634.0761,5453286.5094
Other Theft,2026,3,25,18,55,34XX KINGSWAY AVE,Renfrew-Collingwood,497634.0761,5453286.5094
Other Theft,2026,4,6,10,55,34XX KINGSWAY AVE,Renfrew-Collingwood,497634.0761,5453286.5094
Other Theft,2026,4,13,15,11,34XX KINGSWAY AVE,Renfrew-Collingwood,497634.0761,5453286.5094
Other Theft,2026,5,16,20,36,34XX KINGSWAY AVE,Renfrew-Collingwood,497634.0761,5453286.5094
Other Theft,2026,5,18,12,26,34XX KINGSWAY AVE,Renfrew-Collingwood,497634.0761,5453286.5094
Other Theft,2026,5,19,10,45,34XX KINGSWAY AVE,Renfrew-Collingwood,497634.0761,5453286.5094
Other Theft,2026,5,19,13,20,34XX KINGSWAY AVE,Renfrew-Collingwood,497634.0761,5453286.5094
Other Theft,2026,5,20,14,30,34XX KINGSWAY AVE,Renfrew-Collingwood,497634.0761,5453286.5094
Other Theft,2026,2,9,13,15,34XX KINGSWAY AVE,Renfrew-Collingwood,497635.7353,5453285.3516
Other Theft,2026,4,1,16,18,34XX KINGSWAY AVE,Renfrew-Collingwood,497635.7353,5453285.3516
Other Theft,2026,4,10,16,59,34XX KINGSWAY AVE,Renfrew-Collingwood,497635.7353,5453285.3516
Other Theft,2026,5,12,19,1,34XX KINGSWAY AVE,Renfrew-Collingwood,497635.7353,5453285.3516
Other Theft,2026,5,14,15,48,34XX KINGSWAY AVE,Renfrew-Collingwood,497635.7353,5453285.3516
Other Theft,2026,5,24,8,18,34XX KINGSWAY AVE,Renfrew-Collingwood,497635.7353,5453285.3516
Other Theft,2026,4,14,19,46,34XX KINGSWAY AVE,Renfrew-Collingwood,497663.9263,5453254.9513
Other Theft,2026,2,5,9,50,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.2415,5453254.8617
Other Theft,2026,2,5,11,55,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.2415,5453254.8617
Other Theft,2026,2,9,17,49,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.2415,5453254.8617
Other Theft,2026,2,11,11,0,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.2415,5453254.8617
Other Theft,2026,1,10,17,4,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2026,2,5,9,51,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2026,2,8,11,31,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2026,2,11,11,1,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2026,2,17,11,1,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2026,2,21,21,33,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2026,2,28,19,2,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2026,3,18,19,40,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2026,3,22,12,35,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2026,3,24,19,22,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2026,4,11,20,48,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2026,4,19,12,26,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2026,5,12,17,45,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2026,5,12,20,44,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2026,5,19,13,20,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2026,5,27,19,34,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2026,2,9,10,0,34XX MAIN ST,Riley Park,492664.8543,5455693.3961
Other Theft,2026,1,16,21,45,34XX MATAPAN CRES,Renfrew-Collingwood,497852.5666,5456061.8983
Other Theft,2026,3,17,12,14,34XX NANAIMO ST,Kensington-Cedar Cottage,495877.1964,5455561.2478
Other Theft,2026,4,9,1,0,34XX NAPIER ST,Hastings-Sunrise,497912.8413,5458026.2754
Other Theft,2026,1,15,15,42,34XX NORMANDY DR,Renfrew-Collingwood,497857.1412,5455568.6903
Other Theft,2026,1,19,12,30,34XX OXFORD ST,Hastings-Sunrise,497792.6086,5459219.0013
Other Theft,2026,5,1,21,0,34XX QUEBEC ST,Riley Park,492503.2542,5455713.7007
Other Theft,2026,5,25,10,19,34XX SAWMILL CRES,Killarney,497639.3597,5450352.8499
Other Theft,2026,1,16,1,45,34XX SLOCAN ST,Renfrew-Collingwood,496396.33,5455627.0853
Other Theft,2026,4,15,1,0,3XX CAMBIE ST,Central Business District,492064.4008,5458975.0476
Other Theft,2026,4,26,20,0,3XX CAMBIE ST,Central Business District,492064.4008,5458975.0476
Other Theft,2026,1,24,23,0,3XX CAMBIE ST,Central Business District,492065.0689,5458977.2305
Other Theft,2026,1,24,23,30,3XX CAMBIE ST,Central Business District,492065.0689,5458977.2305
Other Theft,2026,4,1,9,23,3XX CARRALL ST,Central Business District,492411.5931,5458842.4215
Other Theft,2026,5,7,1,30,3XX CARRALL ST,Central Business District,492411.8562,5458848.6453
Other Theft,2026,3,18,14,21,3XX CARRALL ST,Central Business District,492421.0947,5458850.6907
Other Theft,2026,5,4,12,0,3XX COLUMBIA ST,Central Business District,492568.4447,5458795.0772
Other Theft,2026,2,5,13,0,3XX COLUMBIA ST,Central Business District,492569.8969,5458847.0253
Other Theft,2026,1,7,11,29,3XX E 10TH AVE,Mount Pleasant,492826.6301,5456578.8254
Other Theft,2026,1,20,8,0,3X W 1ST AVE,Mount Pleasant,492330.7877,5457490.7022
Other Theft,2026,3,16,15,23,3X W 22ND AVE,Riley Park,492307.4525,5455377.5421
Other Theft,2026,5,16,22,0,3X W 8TH AVE,Mount Pleasant,492323.6239,5456789.3791
Other Theft,2026,3,29,2,0,3X W HASTINGS ST,Central Business District,492336.989,5458778.0373
Other Theft,2026,5,28,15,37,3X W HASTINGS ST,Central Business District,492338.0877,5458777.7265
Other Theft,2026,3,14,10,0,3X W HASTINGS ST,Central Business District,492342.6627,5458766.9317
Other Theft,2026,1,3,18,7,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,1,6,17,30,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,1,10,15,45,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,1,12,14,37,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,1,16,13,30,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,1,16,19,0,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,1,17,18,5,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,1,18,13,45,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,1,18,19,51,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,1,19,10,17,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,1,23,14,14,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,1,28,18,58,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,1,29,15,32,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,1,30,14,43,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,1,30,17,45,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,1,30,20,43,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,2,3,16,31,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,2,6,15,20,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,2,6,17,39,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,2,7,13,39,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,2,7,17,18,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,2,7,20,30,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,2,7,23,51,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,2,8,17,31,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,2,9,22,12,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,2,16,14,42,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,2,16,16,3,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,2,18,8,45,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,2,19,8,54,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,2,24,17,43,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,3,5,9,17,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,3,5,13,9,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,3,13,21,13,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,3,16,18,45,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,3,21,18,0,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,3,22,12,50,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,3,27,11,49,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,3,31,17,2,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
